"TOWNCODE","TOWNNAME","RoadList","IntersectionList","IntersectionRoadName","Geometry"
"10014020","成功鎮","海岸路","民安路","10014020 海岸路與民安路交叉口","POINT (121.38094108096618 23.100248496870677)"
"10014020","成功鎮","海岸路","民恆路","10014020 海岸路與民恆路交叉口","POINT (121.38040826952613 23.099701758529363)"
"10014020","成功鎮","海岸路","光復路","10014020 海岸路與光復路交叉口","POINT (121.38094108096618 23.100248496870677)"
"10014020","成功鎮","太平路","大仁街","10014020 太平路與大仁街交叉口","POINT (121.38229628284728 23.102428098278153)"
"10014020","成功鎮","太平路","大勇街","10014020 太平路與大勇街交叉口","POINT (121.38197516192429 23.103167640474283)"
"10014020","成功鎮","太平路","大智街","10014020 太平路與大智街交叉口","POINT (121.38261699997463 23.101660469355238)"
"10014020","成功鎮","太平路","中山東路","10014020 太平路與中山東路交叉口","POINT (121.38278047783683 23.101298547989643)"
"10014020","成功鎮","太平路","中山路","10014020 太平路與中山路交叉口","POINT (121.38077422255242 23.10601117267754)"
"10014020","成功鎮","太平路","中正路","10014020 太平路與中正路交叉口","POINT (121.38181877881368 23.103534781505005)"
"10014020","成功鎮","太平路","中華路","10014020 太平路與中華路交叉口","POINT (121.38246236064947 23.10204503744859)"
"10014020","成功鎮","太平路","太平路52巷","10014020 太平路與太平路52巷交叉口","POINT (121.38163343933184 23.103969909483794)"
"10014020","成功鎮","太平路","民安路","10014020 太平路與民安路交叉口","POINT (121.3829238630459 23.100978128537861)"
"10014020","成功鎮","太平路","民恆路","10014020 太平路與民恆路交叉口","POINT (121.38304361497092 23.100672036185586)"
"10014020","成功鎮","太平路","民富路","10014020 太平路與民富路交叉口","POINT (121.38328949141692 23.100092890774363)"
"10014020","成功鎮","太平路","有恆路","10014020 太平路與有恆路交叉口","POINT (121.3831528007612 23.100388096833228)"
"10014020","成功鎮","民安路","五權路","10014020 民安路與五權路交叉口","POINT (121.38192337446424 23.100600332339525)"
"10014020","成功鎮","民安路","太平路","10014020 民安路與太平路交叉口","POINT (121.3829238630459 23.100978128537861)"
"10014020","成功鎮","民安路","光復路","10014020 民安路與光復路交叉口","POINT (121.38094108096618 23.100248496870677)"
"10014020","成功鎮","民恆路","五權路","10014020 民恆路與五權路交叉口","POINT (121.38205283097341 23.100308848574571)"
"10014020","成功鎮","民恆路","太平路","10014020 民恆路與太平路交叉口","POINT (121.38304361497092 23.100672036185586)"
"10014020","成功鎮","民恆路","民豐街","10014020 民恆路與民豐街交叉口","POINT (121.3842011341751 23.101082226863355)"
"10014020","成功鎮","民恆路","光復路","10014020 民恆路與光復路交叉口","POINT (121.38107059862932 23.099949427324248)"
"10014020","成功鎮","有恆路","五權路","10014020 有恆路與五權路交叉口","POINT (121.38217472148631 23.10001792418791)"
